JA,12492,3467,943,5,05:12:55.77045,7
E3861DR,12382,5601,274,3,03:45:20.115233,5
A1G71,1622,7560,305,2,02:19:12.34501,10
E7H,8852,3189,501,1,12:26:54.267129,3
4U5VM0TRI8,2012,6190,409,3,11:47:19.90482,3
12IUQ7,12352,5041,973,3,22:48:32.6716,3
FQ40,4922,4704,676,7,09:33:52.579646,7
A8MJ,12202,9180,922,3,10:32:11.357591,3
HR553,5962,9900,462,1,01:20:41.739087,2
6DRFJHL,6162,11547,678,6,19:31:22.501928,3
75,6742,11941,189,2,20:23:32.809278,5
8T,11842,9483,640,1,10:39:10.102761,3
C3OT52,9762,1400,84,1,09:47:22.079403,6
OFT,12062,11012,897,1,03:40:48.429303,10
DOD2O6A,8572,7011,742,2,09:11:35.367277,8
GCE0,5692,6039,700,3,22:07:08.943365,4
J7,10682,7971,669,2,08:08:56.532929,2
3M081BFJI7,5392,12804,417,2,21:51:20.837628,9
6K602,732,2395,520,7,00:30:04.624955,4
LOZX36H1B,10062,9105,255,7,20:28:21.140121,6
D2IM6,11382,10200,816,7,21:01:27.701561,10
XE,2002,952,274,7,07:19:55.347694,7
XEKF,11052,12656,350,2,20:02:01.700031,4
EHXQBNY,4402,12069,537,6,09:22:51.520811,8
409W9B,9862,113,347,5,07:14:37.293874,5
ZLVH,372,1075,436,2,07:05:53.462268,6
R99SULY,4462,4249,451,4,13:10:55.793548,2
DQ,1082,7846,85,7,16:17:13.473662,4
A0YVRXT5CL,11292,3437,881,5,18:45:42.464852,9
OH4MG,3082,5525,773,1,00:51:01.171619,4
V,1542,12366,67,2,08:05:50.998867,10
EI98IK,1692,3492,916,4,22:48:30.452003,4
BFWYB9,9952,9824,418,4,00:54:50.426612,5
DK2,8222,4152,372,6,00:31:10.529784,7
5QEUUS,5322,6604,677,1,09:40:02.924908,1
K2NHG8RI,7392,10237,782,2,14:55:05.067859,1
2,9192,9620,529,2,03:13:09.223539,6
ZD3P,11352,8211,764,2,03:17:05.977859,2
KW00OJMWE,5922,6287,662,5,18:08:20.974826,5
SXMLGG,8712,8283,706,6,12:34:28.833992,10
THAF9,10682,2125,505,6,06:15:19.722855,2
G7J4375TX,5312,1550,810,7,13:44:56.780816,9
HOCGYY2K8Y,732,3097,295,4,16:53:22.484008,8
O9KC0,3042,174,108,3,18:59:49.560953,10
8S,4262,6408,264,6,04:40:02.467058,1
MBV1,3152,12692,314,6,18:04:06.61688,4
BMZ,12042,7010,627,6,10:40:30.878545,2
KLG4K48JOH,12192,5799,456,6,17:43:53.218308,10
W,12362,4433,734,1,07:36:14.839208,5
L,8042,3671,871,3,11:27:17.878602,4
LSXT,9542,6818,296,5,07:15:14.833578,1
NERYW,522,1786,28,7,10:27:44.805493,9
7,3312,10519,803,2,03:17:40.443202,8
1S9305RB1,11352,10886,224,5,02:06:29.074031,6
M,5802,618,454,1,16:31:35.444574,2
QW92,2352,7261,16,7,22:22:45.853879,7
3WQI,7412,501,806,6,13:09:02.701998,5
2YHE,3192,10238,370,6,22:34:38.305474,5
90,232,10529,842,1,21:16:23.256871,4
ZYWUQKD,7032,10509,770,7,06:11:39.185737,5
IPMP,2002,892,868,3,17:44:04.805307,10
LL,11482,4814,250,4,04:36:16.472579,6
9,1832,12569,206,1,07:37:45.911072,5
BAET,5272,6472,394,2,15:14:31.132848,6
4K,12482,5131,415,7,06:33:37.518714,9
B,4782,5106,486,1,11:36:23.685244,8
D7LV7,7312,3984,829,6,21:29:44.203544,1
BVSOD,8102,3238,535,7,01:59:55.96864,6
FVJ0E,8942,9145,570,3,17:50:50.092319,5
HQ5TNDBE7,12762,9247,178,4,13:06:57.960718,4
7QEHJE,9342,887,125,3,18:00:41.94525,3
3,7852,3199,895,5,05:57:03.086165,2
W,3802,6395,462,4,08:57:29.075007,9
KKDTNYFH,1002,8293,785,5,09:43:53.817676,8
2F,8842,1825,18,4,15:43:41.637807,7
XK7A05,5462,10670,590,7,17:12:13.171902,10
G57,11182,10100,429,5,00:29:06.876383,4
XHI,9352,9188,166,1,10:25:43.82446,4
YU,12682,10493,498,3,06:23:34.853159,2
DLCIXL,9492,12053,100,4,07:20:25.194208,10
WFHV8,12102,3303,131,2,12:27:53.392409,8
MS,11322,2083,952,5,18:48:39.938509,6
YT,7162,1254,907,4,07:37:28.008052,3
EHVDA,12502,125,959,6,06:20:50.400503,2
DZNRC72,4012,7461,912,5,20:00:21.0167,7
JI60AZZR,6422,3545,746,7,10:25:26.859372,9
OJHI,9232,6031,186,1,13:38:53.324297,5
8H,11482,5292,17,7,22:16:16.019025,4
XLKZ,912,9069,806,3,16:13:55.983652,4
3K6RUUZ5,7392,3854,441,7,09:03:25.513156,5
VRD1IDQ,5952,4699,578,1,09:18:34.407484,7
N8L9,852,3052,370,2,12:56:54.041953,2
D6XZI5,7992,8521,888,3,17:59:11.130945,3
SL,12772,7496,219,3,11:14:08.709706,8
FKTS3EEV4,6752,2950,877,1,08:08:45.492588,9
VYBQTQ5CHI,8942,1410,383,6,10:55:12.615307,2
9B37V2CEU,9552,8025,888,3,19:37:18.641648,1
4OTJ2,4272,947,761,2,21:57:14.701882,1
SB0,5502,4828,96,7,22:01:36.131908,5
WEU89,5812,11368,730,5,07:47:28.121575,4
LET14GI9G,7942,4305,368,1,04:28:47.270271,9
DI6ZUKJ,10812,9602,243,5,16:23:47.858945,5
SX8F,7502,11642,767,7,19:07:17.016987,1
PEF,11812,2590,146,4,13:16:30.492396,9
ZH,442,10504,816,5,12:57:36.169256,5
5YPFSHVN,4212,11329,691,5,06:53:06.370701,9
9QFQ0I2KN,142,1073,798,2,07:24:47.192021,7
4B,2032,7438,454,6,11:00:39.599681,10
V2W,72,4009,178,6,01:45:41.213124,7
3BWXXC,11642,9792,776,2,22:30:41.318541,3
682MXXYA,6982,1683,620,7,11:16:20.158589,2
4C,12332,8757,227,1,19:05:13.614089,9
HGIWTF,12272,5753,935,4,05:45:26.189945,4
SKEG5G7TK,2142,6410,911,6,14:27:21.320726,10
TUHNPP8,9022,1678,346,2,15:55:18.381766,4
OBYAV,4002,5666,630,4,13:52:54.883146,3
0J5N4AK,7932,7094,304,5,03:28:39.375246,7
V,3642,8265,866,3,10:51:04.300554,7
BVPI7YX,12642,5370,905,7,03:55:51.089158,5
XMJ2TLEB8,3572,8539,6,6,13:22:11.572002,2
6C15E,9732,5920,904,1,22:24:18.483166,8
VJ6GP5FQE4,2332,825,449,5,00:15:00.659723,5
K3UR78NVKV,10682,9173,861,2,06:14:23.520216,3
P5JJRYET,11602,3763,916,5,05:59:04.132282,7
G4,11242,12639,556,3,15:16:19.593885,2
1H1KSN6MTE,612,3607,222,2,01:01:52.017155,9
X1U14IYHD,6762,6779,324,6,08:36:29.297942,6
VIH,5162,6351,462,5,02:44:42.34443,6
BE5NQUTK5,12412,5639,375,2,16:04:18.919435,10
J174LKN5Z,502,825,452,1,22:30:59.10589,1
X8E4MHPI5K,7502,11713,809,6,21:54:12.428218,1
6XV0,822,11697,272,7,17:15:01.064513,7
FOR43,1542,1384,404,5,01:20:43.472021,5
IUI5,12752,10022,474,6,05:33:19.379236,1
D6LKKUSO,11622,1799,793,7,10:09:47.284471,2
Y1XG74RVN4,6132,4181,953,6,08:34:28.07832,2
G3X,7072,9913,575,3,15:59:23.759343,8
UJY1KD85VI,7062,55,806,4,17:20:58.724372,5
I,5012,11681,326,6,00:50:08.130326,8
0XIUZ,10632,11949,47,7,19:24:00.732244,7
INJ,11972,12368,55,4,01:32:52.396643,6
S06,3352,11168,868,2,13:23:18.653352,1
1IGWZQU46,8962,6456,337,3,22:43:48.180471,3
CHVDP6,2142,12026,611,5,12:49:54.246535,9
RR,9042,12815,359,7,21:49:49.849702,2
M21BMNGZ,7762,1618,238,4,18:54:36.896943,1
B67MHXUMY,2492,12494,179,4,20:08:24.180221,1
8O,10032,3793,360,2,05:16:43.507926,9
5,2272,11388,140,3,03:47:20.923493,6
VJSF,4612,9234,157,1,03:53:03.216133,3
M96ZAUBTR2,9782,1827,718,1,07:38:40.517731,8
GRJG6ISUM,10862,10618,552,7,15:57:47.540229,3
M07XWJ,3362,3722,375,4,07:37:44.504097,9
FZX,6962,8472,80,3,04:25:08.14036,1
0P8C,6492,6633,956,1,17:27:35.692919,2
SR,11052,4535,885,4,15:16:19.313423,3
OXM6LU6D,4522,8790,543,2,22:22:01.997228,8
OSOBX6,8622,6677,807,2,15:53:59.112665,9
FYSDEOJT,11192,11542,139,6,11:55:01.099127,7
I,10802,1301,64,1,08:00:27.201209,9
ASUD,6582,12394,754,1,01:51:04.974771,1
GD6R0TS,2842,11240,433,2,17:51:22.915106,7
FLTOIOA4M,6842,7456,811,7,00:57:11.689192,1
2QM20XT0TS,3702,9665,313,6,15:11:30.194288,4
581O3DVF,4452,2181,727,1,14:48:40.136577,4
DBDDQ8,1992,5597,696,6,16:22:44.558895,1
TOYIDJG,8212,2600,275,4,17:33:11.181448,4
RLW62,5312,11649,547,6,13:17:06.204086,1
ZUPEFO,12632,1654,944,4,02:08:32.951833,4
7KUX6D82G,7962,1645,761,4,01:32:55.124032,1
X,7632,1176,455,6,10:19:40.84215,9
1XY0OMR8,12882,3562,956,4,20:42:41.815217,8
5HDOZ6Y,4052,10911,729,3,09:58:18.34625,5
UKCG,10372,3508,631,5,12:30:42.583342,7
TUHNT4NHNY,7582,3310,784,2,11:33:08.417992,3
AM,3412,9503,934,6,11:47:17.966148,8
BOPQQE2XU4,42,11230,358,6,21:00:15.948328,9
UN0F,8332,6974,592,6,17:34:30.179843,4
S,12422,8012,424,5,22:21:56.062534,6
29N7L,4562,2132,435,3,19:46:43.090635,10
N,8942,1422,805,4,16:28:33.635596,5
KRY5LB,9382,2528,913,5,17:34:11.785225,4
0OW,9932,1560,62,4,06:23:23.951043,8
28ZC6,9072,10667,225,4,00:23:39.718966,1
N,6622,2849,910,1,17:49:16.298233,5
KG1DO,5172,10424,855,4,19:25:32.940376,6
8RFJWD,9232,9842,307,2,21:13:00.267318,5
QX4X5JD,8192,7534,621,3,18:47:53.813372,8
NN7VS430,6502,10682,846,1,03:30:27.536813,4
QXUG61,4452,4871,384,4,15:29:14.690529,6
HJY,3122,9261,445,4,01:53:50.77618,9
T163TH2S,11662,8795,609,7,17:00:56.127899,5
R5B5,32,5255,666,6,13:55:31.457153,10
C,4272,8947,125,1,00:28:19.84921,10
QR,3032,11449,304,6,00:47:20.394871,3
J,12452,4722,757,5,19:50:49.207422,4
6W9,10742,3241,306,7,19:04:27.724688,6
0RPDE,10302,9453,392,3,17:38:53.807103,7
0S3NGF,3872,7470,613,3,10:58:48.142745,6
NP3JTEY,6922,6267,435,6,12:05:28.974091,5
63PD7P,4932,12016,454,7,04:11:30.206544,5
4PQEU3EK,10022,3,843,6,21:39:48.938055,6
4SIM2U,10232,8290,28,1,05:26:36.239758,7
Y4C5IHEP,10722,7438,461,4,06:07:28.268827,2
GRIROZ0A5F,562,3921,245,3,04:54:47.427897,4
C7WDY,8742,8346,285,5,06:14:02.786514,4
R6I6JU,8402,4340,982,4,03:19:02.483378,10
YUP77B,5422,2048,403,6,22:20:03.704797,8
N87EZNLM6,8672,1690,569,4,15:38:16.76214,4
M2D,10472,596,934,2,13:37:47.195221,5
3B6DMI5TD,1442,12514,33,2,07:24:58.094984,10
V8ZS3,432,528,279,3,13:53:03.069825,1
67J5FFY,10462,12452,755,7,22:59:59.613507,8
VHQOBD,4002,12532,12,2,17:55:09.992837,5
A,11942,10638,338,7,01:20:35.107595,6
R6P,11842,7803,909,5,17:54:07.031546,10
Z,8942,30,234,3,12:38:43.790224,8
KDAINP62WT,552,2780,550,3,11:29:25.744444,9
IMVZMWW1,11212,2434,683,5,16:19:35.93127,3
UYFQIB5,3852,2973,779,6,17:01:18.836594,8
K0G7LGYO8,772,6656,447,3,03:39:16.235014,5
M6X5K08S,222,11556,995,1,17:38:43.810956,6
M4BT24C7,10422,9459,348,7,06:38:59.505053,2
8BTH6E,4342,2271,375,1,02:41:07.508275,2
2J,6102,9460,491,6,20:23:09.776206,8
8CM,12402,11377,77,6,04:55:17.357462,6
M3G,442,10321,182,3,13:03:38.952921,7
XTJM,10822,8312,384,7,12:57:30.202598,10
3V6PUGEY,6682,5700,69,7,22:14:27.22559,9
G7062,10672,70,528,3,20:13:21.126879,8
CT,9542,2038,230,1,06:54:51.284632,4
GM,6562,6230,182,7,01:37:13.849031,8
F,7872,2505,787,3,03:09:48.48759,4
D,8632,8480,705,6,09:03:41.936753,6
CKAZ9U7PR,1942,8810,317,3,08:56:27.201248,8
XNN2NSFO,4142,7528,602,3,01:10:14.558723,9
H2TJCMJ9,6712,8198,132,2,06:12:00.178425,9
W5I60N,6832,12330,713,2,06:54:07.692019,1
TQOH4KE8,1822,120,122,5,20:37:23.268333,8
R7,9832,3472,187,5,21:27:57.289943,9
BB4GXXETO,5532,7632,96,5,10:43:53.43873,2
J3KGMDZBT8,222,152,83,4,22:06:36.352728,1
XX,11672,5389,472,5,00:20:57.149075,5
VFLTNEG0,2922,7593,506,1,20:30:02.604842,8
OS3VYPC5E,1602,11517,218,5,11:52:15.522079,2
6Z6,10382,6025,782,7,14:31:00.786621,1
HGH4C,2662,10366,874,1,10:35:50.779724,8
S,6472,12208,764,6,13:49:04.095176,4
3F,112,1743,133,4,16:05:45.500786,1
J3IJJK7,7032,12227,870,2,05:12:22.669515,9
8IPGFH63,922,10326,197,5,05:44:48.986147,2
G7LM40ZMJ1,5072,5047,916,2,18:49:19.146063,5
3045N20Y,3532,11678,663,2,18:41:50.735711,5
LE8E,9562,9493,226,3,14:11:29.851683,2
I,4632,5646,548,3,06:13:41.500293,7
LQHA5PPJP,6902,303,636,1,19:24:24.562632,4
KKR4CENSNN,3082,3224,779,1,04:39:30.106876,7
RNETE,12652,10366,705,7,09:43:24.451078,6
7O,8582,11063,663,4,07:46:28.838675,5
GUF66YQ,712,9354,901,6,21:25:45.53785,9
OU,11252,286,384,7,13:10:07.3808,9
SZ,10212,4010,735,3,10:30:05.678572,1
822X2ZS1,11832,4016,670,7,21:40:13.509658,6
Z,8702,4567,384,5,17:41:08.196594,7
D3L,6042,5598,81,1,14:01:41.274959,4
5B1Y,8382,11056,558,1,04:27:18.081982,7
8742KD8,1982,6615,34,6,10:49:07.491092,6
R398T,6162,12885,361,6,07:53:38.9348,5
24JWY0ZOM8,3102,1987,416,7,00:36:46.266002,2
U7,9852,8265,696,6,14:01:41.429031,9
MZQR7O,422,1825,950,6,13:39:11.585701,4
JEN3P,2312,12097,25,4,22:17:24.235602,10
RD,11822,3516,338,2,13:12:51.221328,7
I8VOC072R,982,11934,798,6,06:10:20.362158,6
FEQLKF,12022,5704,944,2,17:40:54.706009,8
J9LXFQPC,3852,4302,839,6,01:08:52.189119,9
PTGF,7262,5665,671,5,06:19:45.266539,9
KZH,9242,392,184,3,22:04:29.506134,3
AXVC1MW,1542,8462,85,2,07:37:17.422141,7
QUZN5EYGZ,7682,3474,106,4,06:14:04.847989,2
IDP5YS,6692,12679,503,4,02:29:49.84428,4
C,8112,11486,579,6,01:34:27.121566,3
EI3OF,4542,11620,295,2,06:36:42.956538,9
ULN8DE28,7682,2246,167,7,15:04:30.016619,4
OF00CU3F,6922,8977,149,1,01:38:42.867941,8
UFI,3332,8178,80,1,00:05:17.425731,9
2MWSP,8212,11721,409,2,22:05:46.319826,3
05C3GNB3R,3832,2138,377,5,11:53:54.25972,9
U791CNM,1252,2523,898,1,03:43:15.836866,8
XGTN57M0NK,3242,2867,78,7,19:32:52.18251,4
JL6,2822,7798,339,6,12:39:25.68715,4
2YZ33E0,5952,3862,890,2,12:03:04.800977,2
1QK,5422,4020,376,3,04:02:08.114185,3
G2J60GOCE,4182,7896,543,6,11:21:46.635557,8
N0HDJ,452,5190,821,3,08:19:32.265914,5
EQUVSCQUOT,8372,3862,612,5,02:47:53.115848,5
KSGPY,5492,8308,372,3,17:57:31.301993,9
JLX33O7,5942,1876,42,1,12:59:27.89339,4
J1MPSSK,12542,2215,833,3,05:03:13.055509,3
C,7372,3526,554,5,03:49:46.684373,8
FA8M7,1322,3470,502,3,09:40:13.014864,4
BMHDS0N33Z,6212,12217,890,1,06:05:21.416372,1
ZF54DD87G,10762,4119,267,4,11:10:54.948674,2
G3,2642,3524,709,5,04:03:46.381086,1
M1MZOLOHFH,8572,1822,848,5,04:17:09.66854,6
4WC0KN2S,8232,7369,271,5,20:15:51.380547,6
VCWWJRP6CS,2522,7315,116,6,19:45:44.15598,9
ROP1EN6J,522,1202,853,5,04:33:28.044954,4
HYAZBGZ2LG,3092,12695,296,4,17:41:07.376029,1
N,952,3950,485,6,13:05:08.41346,1
H75EE0QMQ,5932,4718,16,5,12:29:03.947183,1
XRMDSL,8732,8034,314,2,16:38:37.580811,7
NG4R1,4202,1245,474,7,16:27:28.763278,9
PMR3664,2242,2439,463,6,00:36:47.525767,8
6LX5ML0,4262,2676,733,4,07:53:15.288482,1
NSW,532,4903,494,7,18:57:04.537851,5
TM2BROO0PV,882,875,564,2,06:55:19.061535,1
Q9K5,632,9555,679,3,09:07:47.238797,6
GZTT,6042,3155,870,6,11:59:21.66606,5
405GUSV5,8092,9538,157,1,10:04:32.258513,3
U5,6262,11247,129,3,07:55:53.521316,3
Q,1542,10137,421,5,13:33:57.645925,10
RTDUDU02,2692,2077,993,6,09:11:21.84978,1
2L,9172,5051,879,7,09:55:19.014003,3
MEG1MHB0E,6032,4652,657,4,04:38:46.299539,5
4O32YV,8422,4946,329,1,14:50:23.025508,3
677,9572,7682,681,4,01:53:05.826561,5
SJS,7742,11264,561,7,07:18:42.946553,1
4G,122,10579,23,3,00:54:58.363674,4
81MHY107JQ,8442,10056,896,4,17:40:47.240843,2
NEY5,9482,9670,655,5,16:52:36.381658,10
NNHI,5102,1620,155,4,00:00:29.224979,7
E123QP8LWU,4612,9458,568,3,02:46:45.158412,3
F4F3O,2692,8457,564,5,22:06:56.917359,2
GIHGN8Y,1262,11910,359,6,21:01:49.843124,8
VVP,4452,8730,723,3,12:34:23.549558,9
J,2892,11431,265,3,03:24:27.814978,3
PU2AQ,3362,7736,507,1,16:47:06.274957,9
GQ,12302,6557,925,6,06:09:39.469906,1
00DCMY,9152,11492,317,3,12:42:57.768154,4
RX4EFNCH,2432,10132,644,6,05:27:41.259979,4
ZUZZV,12202,11580,359,3,08:04:54.112617,9
SLG,732,10253,492,3,09:39:14.663958,10
R,1662,4120,488,4,01:21:16.401648,7
1Q,352,5771,795,2,07:34:09.037463,10
4SGH6,842,6630,335,6,04:26:38.661865,8
0VF5CQJY,1462,938,447,2,18:48:46.161145,6
CP,3372,9995,104,3,15:52:08.602914,10
N,7682,7935,71,6,18:37:09.439356,2
5I3W1DBC,4042,11026,931,5,03:14:04.219583,2
JKK01KE,11172,2306,388,6,05:44:39.247714,10
IGX3X,6822,10274,68,1,04:56:54.243145,7
VOBYOMJG1K,902,3480,276,3,20:55:31.235728,6
YJ,11812,12437,852,1,21:09:19.855934,2
04U4NTWN,7522,10909,2,6,21:49:37.650615,9
NIA34V,2722,12172,835,5,06:41:47.698138,2
616PHYDI,3002,12753,938,4,18:44:11.513439,5
82JTFHRGG,4882,5585,186,4,10:13:35.089229,6
233EJB,1712,8941,6,4,11:09:38.933454,3
XTWXZ0,912,9899,848,6,05:13:13.609812,3
8J9EW,3032,12420,151,3,13:29:47.806021,3
ELM5RGN4RJ,11542,10125,622,1,02:52:12.757458,1
RRSE,2582,3440,943,2,12:30:05.769237,1
05UINHES,7642,340,365,5,19:39:42.067647,1
7LB1JTU,4022,4919,781,6,02:42:11.00643,6
LBKIMC2O,6742,12068,51,4,07:55:12.611019,7
MJQV,12522,2915,432,6,00:28:53.375003,10
LPL8GCR6,1552,437,637,5,15:38:55.153486,2
ER,2822,10286,618,6,15:01:18.449196,3
0LG7RQS,10422,6011,753,7,11:32:19.425736,10
Z5UQQV,2592,10522,2,3,00:31:12.531805,10
808N,12752,11994,96,4,14:21:44.857906,5
JW,5442,5293,778,2,19:36:20.393419,7
IPY1XV6,12652,9948,582,6,10:51:02.554164,2
EK3GVVHW,7502,10577,568,5,15:53:11.452159,6
UX,4182,874,522,7,09:13:02.079413,7
Z5L6FR,6722,4072,746,2,10:57:25.488978,6
02YW1PV5Q,11012,3546,288,2,01:01:11.446736,9
SP,1432,6590,660,1,11:42:08.380663,10
8U,1752,11790,675,2,04:02:13.072699,7
MN1,5892,647,570,5,16:10:44.588077,9
KD1103O72,8142,332,597,3,03:28:14.223634,8
N8Y6UW,3112,11143,753,5,15:08:47.146834,4
DBIT,7932,5885,229,7,02:55:19.606382,7
1UXV1P2SX,10952,9708,347,7,16:11:03.071221,7
OV7B,11142,6628,349,7,10:40:15.356907,3
Z,3542,9554,976,5,21:57:17.049333,7
JQY5BRBEH,322,8510,463,4,08:36:04.87058,10
VXZM7AS159,9862,4269,520,1,22:47:51.511571,2
JT,8692,10434,619,3,15:10:01.678544,10
1F5TZKJ,722,8247,728,4,21:31:04.881355,3
2BD6UB,6132,2901,197,5,20:45:34.844591,2
33Y1WF,8172,341,554,6,04:47:07.555278,10
OALH6SYOZ,10342,7893,689,2,08:37:30.409935,1
0YLQMI3E,3182,1068,174,3,01:49:55.636424,7
QX,5812,68,803,6,13:49:25.75744,2
N80PCPER,1532,9664,327,3,12:23:13.756076,10
XHF2ZC,2412,11248,994,4,10:20:22.423296,8
1ZVVGESC,2472,9471,537,5,20:05:31.652201,4
CC,11362,9922,872,3,02:26:29.44335,8
PGNN2WZ36K,12642,8354,807,7,18:44:56.956932,9
FC0HFPK,7142,9531,28,4,22:31:03.674982,5
WRICH4BV,4542,1290,901,5,18:25:11.309006,1
WAOJE,4582,7885,553,3,12:45:05.964737,3
3LL75GZ4N,5422,616,909,4,11:03:56.247304,6
3QVL2C5GJO,10452,3519,479,4,06:30:41.135751,4
3RF,4572,705,841,7,05:59:15.845284,9
35PJ4,7732,3036,193,3,14:00:08.220969,3
55,3262,1050,501,7,05:49:43.095182,8
QCJGZQE3NE,10982,5874,858,4,16:22:59.928851,2
F86G53Q,10502,7858,265,2,17:50:17.958272,6
THZJI,5262,4011,75,1,18:14:39.664579,3
IE8A,3622,561,469,6,05:43:26.400201,9
54BUJNR,7082,2145,625,2,05:12:55.847949,6
Q,4762,803,560,3,18:00:32.751199,3
FZIW8W,2022,2470,585,4,05:32:51.955706,8
4811W,12302,10825,241,3,18:33:34.045632,7
4E48L5F,10082,235,885,1,14:54:41.29068,6
MTU,9632,6074,689,1,16:11:02.605725,5
KSOZYZ,2782,12718,695,7,00:13:42.80442,2
EJ3AWI,752,7415,188,4,21:08:18.647895,3
4P0,3802,652,469,3,06:08:01.940788,5
1,3682,1095,561,4,07:36:25.678899,6
MXYBS7XK,2,5460,332,2,17:43:50.192914,6
51,8672,12794,938,1,21:45:09.133317,7
6EH,3982,8759,21,2,13:13:50.004108,4
8JI4Z,6682,9397,881,5,08:54:55.263399,4
JAOSMMP,3762,2447,908,3,01:21:46.4753,8
A5YJX54,12362,3794,5,7,13:41:29.598871,5
M2NB,3862,9558,241,6,22:15:30.620992,7
VS3IHJXIRU,5122,4957,270,6,15:35:48.205162,8
PMP64RO,2162,12405,236,1,14:28:46.738126,8
JCEDS,4382,10147,779,3,07:45:31.931682,10
WY9WALIZA7,10002,10000,422,7,18:05:56.332515,6
U,9252,10180,659,4,07:29:54.85923,10
7,11992,11610,377,5,14:33:22.270902,3
F13,6752,9444,701,5,00:23:16.981045,8
RFJW,1762,3138,773,7,05:29:28.687889,4
H7OF,5922,8518,801,2,21:22:05.358539,10
B4ADXKALR,6402,11095,59,4,22:43:54.792838,7
DMC5,672,8980,692,6,21:33:30.333859,9
CJ9EW,2862,10278,448,2,05:15:13.811883,9
5B,10852,2504,413,7,09:32:50.400363,2
V2442ESGS7,11972,3979,262,7,10:18:49.945075,6
M,12652,11280,136,7,18:11:49.314861,9
